2302	2101	3660	963	3769	6198	1152	4014	6968	217	4236	3111	3921	3443	6976	4385	2673	4199	2222	5632	3966	4641	4417	5970	1457	2862	3270	567	1767	6006	396	1226	5548	4511	126	91	4551	4809	5276	78	4285	823	5587	5969	6060	4225	4023	3046	1971	4861	479	3960	5081	896	5945	3169	318	1820	1672	291	1633	5569	202	3265	1856	6908	1201	4609	1905	2117	3679	161	3004	5739	5441	6713	6654	450	5618	1799	2902	3980	4476	1195	4001	1803	509	3635	6113	5413	3683	2659	3069	7130	3144	203	2818	2915	4093	7115	1115	6299	7018	1635	3924	6768	2311	1619	309	1167	3176	198	3968	4600	1814	7065	3179	4528	1392	283	5092	2212	2808	3271	137	3028	3750	2367	4666	3996	3533	241	6091	5669	4176	1699	3604	3200	6926	3697	6229	3974	5665	6767
5911	3151	1692	2436	7091	3623	3694	1549	2558	5240	6876	6274	4672	3238	1544	3164	2804	3427	3922	1384	1907	4070	2379	5291	4910	7123	4601	3844	729	4964	7188	6772	2007	2686	5658	5765	6681	2577	6152	496	2407	2219	335	129	4165	6554	954	4430	747	4939	2561	1716	718	6101	1345	5996	5444	2845	2696	5812	4375	1186	2555	6964	2756	3682	7060	4565	2180	924	2206	4521	4414	866	4880	2838	4752	6308	1373	3233	5956	6941	5613	2713	240	331	5457	6859	2237	6861	3074	4739	433	1752	2239	1029	979	3644	4960	3744	3538	3867	1422	5293	253	1140	6795	7037	6262	2572	4931	4026	4499	890	371	2091	2775	5452	6769	6391	3393	2960	4559	6300	5545	665	4989	6726	4347	4826	6190	3936	3743	4933	4900	694	1586	6783	1368	1486	1656	5585	443	2839
3731	2849	795	3624	4111	2419	4990	1188	2844	783	1174	4934	1631	4541	2018	630	6789	4780	1494	6221	3388	1864	2794	4864	5950	2553	2213	5756	2534	1006	5287	5700	759	87	4393	6074	3152	2825	2687	6949	1337	4446	972	648	7176	5033	2579	545	5531	10	6437	2526	6291	2039	4770	3776	2873	4060	2511	2410	577	5590	5328	625	436	2383	5164	2467	4690	6417	4189	3155	6434	5049	1769	4709	3858	5264	5708	4483	3597	2444	1648	3007	5087	6026	3251	4903	3590	6128	5606	1783	153	908	3889	6647	6012	5486	1738	2172	495	3821	1400	840	2242	6239	5498	4506	2781	5842	2387	1514	3124	5843	1634	4691	2162	3330	5798	3192	2834	2780	1926	7149	4211	4966	1775	2769	1936	6175	3064	6200	1607	1177	5006	42	5194	1448	6284	3765	2149	537	132	524
511	1739	4868	1731	6487	4832	3476	3686	3811	5834	2011	2187	3256	5648	1988	2714	5829	3105	461	304	353	1438	6222	5864	426	5565	663	5839	1299	1558	3670	66	5621	1436	5813	7100	4336	879	3391	2284	5668	758	3425	4614	229	5242	4108	5504	1198	2589	4617	6057	1333	2568	2624	4787	3253	4799	2037	4395	205	1114	445	1499	6227	3757	2411	5109	4061	5036	3396	6984	1347	2914	2140	3142	2926	6499	2293	47	6879	4639	5773	4150	1170	4141	1013	3012	3019	6086	4932	5594	6969	5429	2878	6709	4367	5187	6422	5824	5924	2782	6231	1755	4927	5736	4894	1621	7055	6563	326	3787	5544	5703	4160	1302	1766	5157	4950	6238	4065	4743	1102	945	3138	1273	857	5732	5168	6765	4085	6666	6878	6892	6650	4149	1877	6568	3023	0	867	6265	4597	769
6544	2890	6752	776	6032	6435	5210	6117	4881	4045	3282	2729	5061	4405	322	1421	4293	256	4259	5397	7124	3665	238	2733	3218	3749	4688	5514	165	6087	2596	2778	4623	5788	1791	3721	1058	2336	5944	3051	6253	535	5131	5880	862	2728	5608	3876	2430	5735	6233	4223	6170	6473	1765	7073	6479	649	6145	5370	5002	7133	5525	3527	2831	3957	1060	679	2790	1461	5021	3708	2631	2574	1055	1618	6762	4187	3828	5082	5346	324	1912	197	7164	970	5674	2517	5734	2974	3948	4907	5053	3895	874	716	7013	4905	7096	3518	5326	4732	6150	4168	3795	1983	6902	2846	5723	3938	4638	398	3414	2971	4342	6620	1000	1974	4103	1637	7090	6527	2562	2396	4049	3934	6202	5644	4258	4412	3840	2270	3403	3307	2288	6594	4625	6366	6785	2083	2708	2144	2697	6636
6064	3753	1532	2986	1034	938	463	2653	2401	875	2805	3560	4726	4252	145	4986	1502	6989	1735	4022	4458	5244	1750	5570	7044	1127	2806	1479	6683	4145	1024	6398	12	1569	1214	6180	1680	2732	4059	805	3441	4867	2720	1813	4630	195	4364	4552	6596	5918	3468	3455	4662	6856	3804	354	5523	2318	121	3619	5361	1053	6613	2916	675	2465	3719	4135	856	5649	2352	1624	627	5372	5270	594	1950	2946	2360	3381	2204	1577	1027	2646	778	2070	2910	1396	6359	3666	6489	5426	5822	3377	6904	2061	1652	1727	5284	2828	22	6701	6974	1314	961	4603	3729	2243	1980	996	6644	3909	707	6136	59	1142	4166	4686	4477	2122	798	4999	233	837	597	1135	5997	268	4923	5325	2286	37	2684	6491	5575	1369	2248	6998	1906	6589	4305	6938	222	2348
414	4913	3289	2998	2544	1351	2133	377	4973	1477	5453	6766	861	6235	1829	3333	1796	5349	962	4943	6798	1218	3595	4815	1001	737	6005	4114	796	5493	1332	2929	6043	2870	994	3548	5607	544	64	5783	3331	321	6336	213	4825	3713	1015	2468	3190	5107	1098	2431	2507	6245	6144	6711	920	2595	7170	1383	4656	4818	3405	2866	3040	170	753	6501	6441	2163	107	3311	3345	1488	5917	1901	2749	7154	3983	4892	3143	3056	1685	5707	3605	5258	4019	6472	4540	2864	3222	6063	6003	3634	5149	4242	2048	6182	4207	2695	5597	5055	1535	1074	4493	2512	3473	3104	7138	1729	6829	3329	2417	626	4572	2693	1284	4109	2616	4029	2021	3334	7083	3428	6158	5401	5072	3745	6894	5836	4443	1554	1895	1760	772	6311	2640	5385	6559	3576	5393	3022	6252	6293
2376	6404	62	6166	3973	2481	984	4106	5359	1203	3687	6482	422	5987	6582	1608	1934	249	6624	3935	1698	2521	6659	498	6316	1420	4468	3893	6177	3825	6575	7088	824	518	5755	2618	3927	621	1233	1279	7157	1951	5029	5681	865	2178	6218	2201	6353	1520	3878	6411	1978	5611	4327	815	4421	2397	3508	1507	6130	3988	6360	459	2267	4754	1109	2764	4449	7077	1251	4869	7137	6186	1887	5702	5337	4628	110	1591	1825	4214	6991	4339	4751	5714	6445	24	7113	2057	1654	5776	3647	5762	1072	5358	68	4074	4778	1259	179	2100	3084	2455	2108	6615	485	690	1030	4078	143	5120	2131	3206	2641	589	1559	3699	4722	3308	2490	5101	6827	6436	5295	4240	4895	2043	2319	1960	5689	5356	6661	1121	7054	4024	4110	5830	599	4981	2520	2571	2945	1425
5237	6651	355	3211	3422	5588	5604	5320	5619	2197	5134	2993	5215	3632	3513	1857	3831	5158	6369	1147	5153	696	3254	2231	5230	6403	23	391	3536	2064	2848	3194	5760	1340	2501	166	5466	1485	1039	6628	297	464	1581	5791	2823	2291	5410	3195	6956	3558	6546	1443	5690	6138	1939	6270	2894	40	4313	5518	6071	1194	5660	2098	4431	1524	3589	258	6134	6828	4762	3415	4800	3677	2265	5373	881	4333	478	3423	6044	4781	1358	3698	5895	5121	3714	5093	4346	3353	3347	5564	7195	3160	3223	1810	1827	111	2692	4598	913	5848	4783	4433	2175	571	5990	587	6458	7152	1	6448	6494	1938	3582	6481	3247	329	163	995	469	6852	6049	287	788	6295	2260	3641	5068	807	5062	5747	178	3676	3196	4452	3478	5962	7150	991	5130	1020	3215	6465
221	4271	4500	454	2012	5716	227	3541	4317	8	6525	5866	2610	3646	5652	1163	5591	1531	6944	6386	547	3217	2723	6109	5806	6514	1062	4969	4673	4494	4134	6331	2590	7182	1370	912	1450	1473	1002	2535	408	6306	1222	3050	986	2851	2256	7069	854	4300	761	3327	74	947	328	4972	2363	3512	3967	4618	5096	4605	985	4764	3248	2607	2285	325	2664	3354	2811	7163	1318	4680	2050	6236	4897	745	3402	3563	4962	6425	5056	6343	3013	1137	4651	2676	358	1326	2161	6421	585	1404	2188	7027	4392	5431	3033	3573	980	4314	656	1341	2008	2900	3326	1676	804	1930	2619	5914	6439	4716	5423	6250	5420	6498	1011	3842	2989	7084	4755	4917	667	3664	3297	6294	3707	6457	6449	2944	4244	3360	401	6757	3943	1816	2325	6994	176	1949	1354	1286
6133	542	6997	5529	6122	3470	3925	677	1613	2332	5693	1435	1307	7070	5312	775	6407	5430	5772	4304	5704	1153	4860	7132	162	1382	6312	2395	5275	5142	2066	1463	4359	6162	3052	5930	3786	4012	1150	2559	911	4715	3752	475	6605	1381	6776	3747	316	67	1687	2861	1819	706	1253	2669	3185	7019	1834	4152	1537	6676	4699	894	6880	5600	6396	2235	2119	1552	1151	2453	1839	5909	5512	2656	1787	973	3126	3884	6646	2762	2538	4007	447	6372	6710	2876	4180	1587	3629	2400	4560	6459	820	278	5340	3971	2403	877	5718	6092	4621	3447	5601	438	4191	5543	1474	5682	3614	2594	2683	4044	5024	3243	4610	6242	5768	4644	5856	2582	100	5017	1695	1889	3931	4620	393	6276	2230	4171	5536	4218	3357	2253	6677	3424	6149	5971	5355	2903	2241	263
4167	1636	3522	6326	2441	7058	6939	1028	569	534	5814	1460	4175	2194	1388	7146	281	1320	3656	6081	418	7035	118	5733	5102	3471	1173	2096	6050	1737	6427	5860	4516	6935	1868	6653	5877	5016	886	5805	2614	6120	4573	6172	6735	4624	3816	4760	4143	3085	2159	3288	275	1603	6602	6871	7158	4183	4870	3636	2216	3474	3209	4863	5046	1472	3913	5802	6873	3779	48	39	2013	850	1276	5883	5251	2768	4263	5227	6842	19	1805	481	4531	3514	419	5662	713	1982	6975	4542	5492	2111	3588	2933	3313	6670	3684	3272	693	6518	7189	2588	2792	5362	429	3505	1703	4899	3949	3501	5389	2184	4889	5297	2959	3923	6506	2799	3450	904	4033	6464	3862	5920	6788	3133	3503	5647	85	5443	6431	3062	2700	3318	3242	4584	3380	3107	2879	2816	2382	883
5559	4731	5398	7148	1666	2785	4325	4450	6260	6490	6325	1691	3652	102	3987	6832	6093	4142	5937	3397	6062	5974	5432	609	2002	1647	3575	957	4949	5396	2747	4122	3011	4355	1254	4970	3565	6492	702	5481	4010	5546	3355	2023	6195	3995	1709	2238	6297	6171	1773	5042	2970	6955	1701	5114	5934	766	942	3231	4201	6983	5238	6409	4172	303	3096	474	6693	818	5975	343	3189	6791	2586	146	5103	3793	4648	1835	5846	1399	517	6248	5216	2633	2578	136	1663	7192	372	2841	2160	974	2518	4034	6870	4194	6952	1374	5837	1459	6742	3920	5931	2556	6722	5725	2416	3603	2717	1596	6194	3036	6957	3516	2508	1815	3293	1846	5654	4401	6885	5224	2599	6561	5404	600	3315	673	6072	6910	1032	230	4005	7038	5446	171	462	209	279	629	592	7136
1271	6021	6292	2807	2177	1821	6835	46	4757	6429	7026	2312	2074	3090	529	2304	4774	1977	1862	4251	1155	1789	538	4169	3511	6298	6402	2279	6882	2935	1918	5643	2266	4702	6857	3350	631	3125	5003	1629	3881	1715	6226	5126	292	5119	1158	6657	2126	81	431	638	4533	5399	6079	5368	683	5757	6339	423	468	2493	5434	2346	2370	3008	5680	206	381	7095	4428	6511	5933	5156	2744	4128	2826	1892	551	6538	3859	1217	1138	2168	1512	616	2195	5868	5095	6963	6042	3097	4684	6721	4834	5535	1548	6562	2554	3203	2364	3210	507	4771	1240	3712	5286	4634	4813	806	4115	2115	2466	261	5631	6008	4963	2767	2852	2247	2937	3766	1867	5863	1761	4604	6279	4302	1319	2777	1547	1753	1315	5445	6013	2029	5617	6333	1630	1323	4830	762	4253	3259
7194	5761	2525	298	7144	1777	1622	5921	1468	5698	697	2542	5353	3376	3016	4580	6533	2907	868	1678	5673	652	4616	4423	3905	930	5672	2461	6604	5849	6858	546	1362	4077	350	1274	780	4592	2893	4484	4256	3762	432	6723	7012	510	4816	6379	1105	2463	4571	914	5377	4139	4518	504	3586	3411	684	2028	6288	3328	5000	6616	52	4958	4846	7072	1717	5115	5887	5742	3849	7129	5740	6982	936	2167	4130	1517	5411	3702	6462	1550	2190	6845	6627	7048	2551	5272	6607	5902	1832	2331	3692	5850	2154	4424	3851	1141	2477	3626	3662	969	839	1426	5148	4396	3346	6746	2056	5290	4161	4352	4685	1445	4579	4002	3984	1579	5567	70	3141	3815	5139	7101	3574	5855	5008	5422	2885	2017	2552	549	2494	7127	2229	3568	5777	3237	3633	3551	4036	2092
5350	33	3883	4472	4820	6838	5576	3073	2129	4661	4020	1272	5966	5064	5896	1744	1042	6643	5123	7125	5365	2898	1182	3675	782	5315	6946	1638	899	6335	364	4738	3519	2957	6080	1133	6612	375	5809	561	6124	2053	1009	4416	5583	376	139	1673	5853	3517	2087	5478	1561	1626	554	3929	5189	4454	6256	150	3879	1335	711	5132	1660	1131	5983	5584	1593	1129	4350	5289	117	6349	5858	4312	2623	6839	6524	2308	1758	6155	2227	6146	1998	3384	2432	5267	3507	650	2857	3399	6673	732	1292	833	4204	2408	5378	1866	1497	4185	6622	2810	3498	876	2385	3221	1849	5437	4208	1449	395	2813	2225	4507	6986	1718	1156	1295	1592	3420	4627	4590	2699	6354	4267	225	323	992	2612	30	1199	4700	7094	1066	6302	2783	4862	403	4706	491	4758	3530
1811	2698	4104	2523	844	3034	2296	3228	3348	2390	5929	7126	1986	60	2587	725	5108	4698	3631	5263	5557	5066	2062	1489	3748	990	6483	6040	2000	3998	956	2024	1528	825	6966	4004	2537	6704	1580	4072	3592	407	3946	583	1677	1464	1899	2741	3741	5188	1304	2581	131	2480	1277	3678	4275	4658	642	5311	5769	6851	4030	7199	380	4549	6729	720	639	4921	6219	4701	6197	1427	4289	4801	3823	5684	6799	1649	1465	5176	916	2009	2088	1609	1005	568	6132	2771	4746	4341	299	2886	3412	4719	3030	247	17	1933	6987	5427	5882	2377	4250	1069	6623	2897	3115	2447	5201	1296	3621	1056	6507	7114	6662	441	6996	5803	1509	1850	184	173	2278	2735	3094	5448	6706	705	5985	6588	6154	6433	2565	5324	5104	5667	5338	2314	1589	4451	71	2151
4851	144	5638	5335	1704	5345	579	565	3193	6164	943	6617	5509	6357	4811	5045	3229	7180	550	3722	4695	6522	266	4974	4340	5651	5497	5323	4537	6743	3180	2478	4471	4064	5352	4750	1301	3205	1778	4769	2022	6738	3241	5577	1235	2065	5797	3674	3250	5671	513	6833	4094	3337	878	4593	1099	5520	5110	1294	2585	1563	891	2339	6370	5910	1948	4265	5526	3740	7139	3602	1166	2298	3153	7099	5792	5100	1091	4138	2084	4091	3865	1079	4660	750	82	3773	4425	6247	2418	6763	1181	5524	4576	787	3310	6324	1675	4040	6536	5720	272	5226	4009	5978	3123	3068	4530	490	521	4705	1077	4190	5522	6068	3525	4238	6286	5464	9	3680	5407	4447	6329	6076	527	3049	425	5989	5589	4233	4488	4574	3901	5889	902	4822	6389	4629	1051	6476	634	1909
926	1157	7177	4842	2943	1415	7062	1642	888	3942	6151	4490	3438	6131	3742	1565	767	4402	6519	115	6705	1291	3070	6383	2077	4403	1022	6181	3834	2355	1300	2358	2217	3035	2333	1168	5145	1165	1317	1052	633	5023	1736	1947	6230	6500	3344	473	4856	3761	1043	5308	1772	1076	3255	5706	2516	2185	3408	237	5919	4279	1972	3593	3645	5294	6123	1541	5605	5330	5098	4413	1719	3836	6595	800	1266	5456	6367	2824	637	3336	284	5552	255	5035	5329	5454	6714	6384	6814	3054	5616	1910	6174	6017	789	2860	1595	2102	4308	763	307	6560	3351	2344	1366	6160	3853	2922	4348	872	7178	31	1770	1084	4455	1070	3701	3462	119	4626	4129	2734	2505	58	6108	6147	5940	6380	471	6103	7021	4318	6426	975	7028	2038	4721	792	2961	5099	6512	1305
6847	5625	5770	1945	2307	5387	1403	1823	6830	477	2386	211	3100	4911	1451	3252	5752	1632	2030	4594	98	5501	4206	3896	2751	5124	6058	6822	6319	3738	3417	6585	5261	6724	3817	313	953	3312	3460	6281	3110	1886	6266	835	3177	688	236	4646	3958	7082	5319	6665	2706	2976	3880	1521	4976	3870	4113	2615	2716	6406	3799	3343	250	6824	1662	3506	1797	971	4538	4761	3465	1255	4612	6371	838	1331	4759	3808	757	4607	6395	7196	2326	4768	7156	2268	5627	1280	6992	1154	7020	674	5143	3278	2657	1779	910	6264	6189	3058	5603	6034	925	3549	4653	1545	5208	4704	5450	7131	356	4118	1493	130	92	6732	2228	1757	1962	6408	5977	3587	2991	2456	3479	7185	3306	1432	5384	2752	540	6707	1571	968	3703	109	2058	1768	6891	4718	5074	810
3426	1393	3323	3477	5255	4819	21	1268	2707	4954	289	5928	348	5745	5785	3071	6703	2786	3266	1346	2443	3150	5738	5624	357	1932	2626	4444	3453	2141	5408	4879	7053	4988	3433	6931	2090	5239	4390	721	2451	4766	2113	728	2919	6054	1386	5642	4971	3978	6700	4745	572	3628	4096	7128	6258	5375	51	5731	1838	2155	4366	1385	1243	5542	1359	6972	3338	2435	6529	6423	6844	6694	6973	383	4276	7076	3566	4632	3269	2920	2375	3861	6905	5479	6069	4125	4697	2629	1959	1915	6475	3204	3448	617	6658	3416	5184	4663	2737	1782	3275	5961	2736	5147	7071	2054	3827	3378	7068	434	4693	6432	755	2855	2426	4924	2104	2373	5030	6958	6728	4063	2429	5730	928	822	4119	5199	6599	6862	3146	2380	5250	1019	5301	698	5386	4066	1260	2688	3342	6223
6679	6943	5288	1413	2829	4980	4876	2502	4522	1741	5634	2887	251	4	4678	6341	370	3771	3341	3186	2134	884	4013	212	1227	4243	4202	5414	351	1270	4773	6929	1683	3578	754	3284	2962	5364	2365	56	172	5455	6919	1724	3803	6837	2359	5150	5322	1225	1242	3174	1539	2218	1885	369	2093	435	5653	4930	6787	6153	1754	3860	3418	2068	7173	1940	5748	6234	1841	5473	2389	6895	6045	3320	2503	280	5471	4377	5243	3833	2906	5913	3917	2292	295	5022	484	6504	26	6874	556	2442	4371	6884	3181	1343	3892	6925	3969	2953	3864	3407	593	3941	2765	63	3454	6797	2246	2282	3048	6261	2675	1206	1833	5595	5137	5941	5438	5463	5292	2059	3496	3613	18	134	743	386	3520	1244	771	6860	4619	3093	5513	5048	2541	4159	1249	1529	5341	4925
3286	5180	4642	3989	277	3814	6606	5052	6364	5296	3515	2073	7078	4046	3170	5979	3119	710	2232	2856	2515	4804	4786	3083	932	6981	5409	3630	4792	3912	6059	582	6135	271	2892	951	7007	5630	3066	3171	791	2954	5316	4772	3464	5696	6578	6204	2082	5271	5374	7175	1376	4606	1048	2006	6751	1478	6485	6452	4877	3287	3020	7001	6011	3985	4102	6192	6523	4055	5713	2437	5012	2727	3317	3994	1236	6648	2580	1190	5146	562	3078	3569	6855	3276	3117	897	4124	7063	5480	2106	2085	5664	1525	5678	5202	1054	853	3715	3523	1690	5782	2297	6471	141	4978	4105	2263	1232	6416	3281	5622	5309	5229	2488	5307	5912	1467	515	4789	488	4887	2527	1148	7074	6656	4725	4805	2748	1707	3075	1085	390	4321	5494	3961	192	3902	1017	933	5717	967	416
